run_date,run_timestamp,country,state,geo_scope,category,site_or_source,source_tier,item_key,product_name_raw,pack_size,pack_unit,price_ngn,unit_price_ngn,n_reports,url_or_ref,scrape_status
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Korean BBQ Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-korean-bbq-noodles-250-g,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Singapore Style Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-singapore-style-noodles-250-g,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Ben's Original Street Food Thai Stir Fry Noodles 250 g,250g,kg,16165,,,https://www.supermart.ng/products/bens-original-street-food-thai-stir-fry-noodles-250-g,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Ben's Original Sweet & Sour No Added Sugar Sauce 440 g,0.44,kg,18340,41681.82,,https://www.supermart.ng/products/bens-original-sweet-sour-no-added-sugar-sauce-440-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Thai Sweet Chilli Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-thai-sweet-chilli-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Tomato Basil Microwave Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-tomato-basil-microwave-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ben's Original Wholegrain Spicy Mexican Rice 220 g,0.22,kg,11180,50818.18,,https://www.supermart.ng/products/bens-original-wholegrain-spicy-mexican-rice-220-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Benlian Chips Corn & Brown Rice Jalapeno & Cheese 60 g,0.06,kg,2535,42250,,https://www.supermart.ng/products/benlian-chips-corn-brown-rice-jalapeno-cheese-60-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Benlian Chips Corn & Brown Rice Pizza 60 g,0.06,kg,2535,42250,,https://www.supermart.ng/products/benlian-chips-corn-brown-rice-pizza-60-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Benlian Chips Corn & Brown Rice Salted 60 g,0.06,kg,2535,42250,,https://www.supermart.ng/products/benlian-chips-corn-brown-rice-salted-60-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Benlian Rocky Rice Choco 70% Bar 18 g,0.018,kg,615,34166.67,,https://www.supermart.ng/products/benlian-rocky-rice-choco-70-bar-18-g,ok
